Token	POS-Tag	OOV	Id	Index	__next__	Documento
iniciada	VERB	0	14	153	1867	A pista principal do Aeroporto Internacional de São Paulo ( Cumbica ) , em Guarulhos , será totalmente reformada em março de 2008 , segundo informações do Ministério da Defesa anunciadas nesta segunda-feira , 6 . O ministro da Defesa , Nelson Jobim , anunciou a reforma que , segundo estudos da Empresa Brasileira de Infra-Estrutura Aeroportuária ( Infraero ) , a reforma poderá ser feita sem que a pista seja interditada . O fechamento da pista , que têm 3,7 km de extensão , está previsto para ocorrer na terceira e última etapa da reforma , que terá três fases . Na primeira etapa , será reformado um terço da pista , em uma das cabeceiras , ficando o restante disponível para pousos e decolagens . Na segunda etapa , a parte concluída será reaberta e a obra passará a ser feita na outra cabeceira . A partir de março , será iniciada a fase final da obra , com a reforma do trecho central .
a	DET	0	14	154	1868	A pista principal do Aeroporto Internacional de São Paulo ( Cumbica ) , em Guarulhos , será totalmente reformada em março de 2008 , segundo informações do Ministério da Defesa anunciadas nesta segunda-feira , 6 . O ministro da Defesa , Nelson Jobim , anunciou a reforma que , segundo estudos da Empresa Brasileira de Infra-Estrutura Aeroportuária ( Infraero ) , a reforma poderá ser feita sem que a pista seja interditada . O fechamento da pista , que têm 3,7 km de extensão , está previsto para ocorrer na terceira e última etapa da reforma , que terá três fases . Na primeira etapa , será reformado um terço da pista , em uma das cabeceiras , ficando o restante disponível para pousos e decolagens . Na segunda etapa , a parte concluída será reaberta e a obra passará a ser feita na outra cabeceira . A partir de março , será iniciada a fase final da obra , com a reforma do trecho central .
fase	NOUN	0	14	155	1869	A pista principal do Aeroporto Internacional de São Paulo ( Cumbica ) , em Guarulhos , será totalmente reformada em março de 2008 , segundo informações do Ministério da Defesa anunciadas nesta segunda-feira , 6 . O ministro da Defesa , Nelson Jobim , anunciou a reforma que , segundo estudos da Empresa Brasileira de Infra-Estrutura Aeroportuária ( Infraero ) , a reforma poderá ser feita sem que a pista seja interditada . O fechamento da pista , que têm 3,7 km de extensão , está previsto para ocorrer na terceira e última etapa da reforma , que terá três fases . Na primeira etapa , será reformado um terço da pista , em uma das cabeceiras , ficando o restante disponível para pousos e decolagens . Na segunda etapa , a parte concluída será reaberta e a obra passará a ser feita na outra cabeceira . A partir de março , será iniciada a fase final da obra , com a reforma do trecho central .
final	ADJ	0	14	156	1870	A pista principal do Aeroporto Internacional de São Paulo ( Cumbica ) , em Guarulhos , será totalmente reformada em março de 2008 , segundo informações do Ministério da Defesa anunciadas nesta segunda-feira , 6 . O ministro da Defesa , Nelson Jobim , anunciou a reforma que , segundo estudos da Empresa Brasileira de Infra-Estrutura Aeroportuária ( Infraero ) , a reforma poderá ser feita sem que a pista seja interditada . O fechamento da pista , que têm 3,7 km de extensão , está previsto para ocorrer na terceira e última etapa da reforma , que terá três fases . Na primeira etapa , será reformado um terço da pista , em uma das cabeceiras , ficando o restante disponível para pousos e decolagens . Na segunda etapa , a parte concluída será reaberta e a obra passará a ser feita na outra cabeceira . A partir de março , será iniciada a fase final da obra , com a reforma do trecho central .
da	ADP	0	14	157	1871	A pista principal do Aeroporto Internacional de São Paulo ( Cumbica ) , em Guarulhos , será totalmente reformada em março de 2008 , segundo informações do Ministério da Defesa anunciadas nesta segunda-feira , 6 . O ministro da Defesa , Nelson Jobim , anunciou a reforma que , segundo estudos da Empresa Brasileira de Infra-Estrutura Aeroportuária ( Infraero ) , a reforma poderá ser feita sem que a pista seja interditada . O fechamento da pista , que têm 3,7 km de extensão , está previsto para ocorrer na terceira e última etapa da reforma , que terá três fases . Na primeira etapa , será reformado um terço da pista , em uma das cabeceiras , ficando o restante disponível para pousos e decolagens . Na segunda etapa , a parte concluída será reaberta e a obra passará a ser feita na outra cabeceira . A partir de março , será iniciada a fase final da obra , com a reforma do trecho central .
obra	NOUN	0	14	158	1872	A pista principal do Aeroporto Internacional de São Paulo ( Cumbica ) , em Guarulhos , será totalmente reformada em março de 2008 , segundo informações do Ministério da Defesa anunciadas nesta segunda-feira , 6 . O ministro da Defesa , Nelson Jobim , anunciou a reforma que , segundo estudos da Empresa Brasileira de Infra-Estrutura Aeroportuária ( Infraero ) , a reforma poderá ser feita sem que a pista seja interditada . O fechamento da pista , que têm 3,7 km de extensão , está previsto para ocorrer na terceira e última etapa da reforma , que terá três fases . Na primeira etapa , será reformado um terço da pista , em uma das cabeceiras , ficando o restante disponível para pousos e decolagens . Na segunda etapa , a parte concluída será reaberta e a obra passará a ser feita na outra cabeceira . A partir de março , será iniciada a fase final da obra , com a reforma do trecho central .
,	PUNCT	0	14	159	1873	A pista principal do Aeroporto Internacional de São Paulo ( Cumbica ) , em Guarulhos , será totalmente reformada em março de 2008 , segundo informações do Ministério da Defesa anunciadas nesta segunda-feira , 6 . O ministro da Defesa , Nelson Jobim , anunciou a reforma que , segundo estudos da Empresa Brasileira de Infra-Estrutura Aeroportuária ( Infraero ) , a reforma poderá ser feita sem que a pista seja interditada . O fechamento da pista , que têm 3,7 km de extensão , está previsto para ocorrer na terceira e última etapa da reforma , que terá três fases . Na primeira etapa , será reformado um terço da pista , em uma das cabeceiras , ficando o restante disponível para pousos e decolagens . Na segunda etapa , a parte concluída será reaberta e a obra passará a ser feita na outra cabeceira . A partir de março , será iniciada a fase final da obra , com a reforma do trecho central .
com	ADP	0	14	160	1874	A pista principal do Aeroporto Internacional de São Paulo ( Cumbica ) , em Guarulhos , será totalmente reformada em março de 2008 , segundo informações do Ministério da Defesa anunciadas nesta segunda-feira , 6 . O ministro da Defesa , Nelson Jobim , anunciou a reforma que , segundo estudos da Empresa Brasileira de Infra-Estrutura Aeroportuária ( Infraero ) , a reforma poderá ser feita sem que a pista seja interditada . O fechamento da pista , que têm 3,7 km de extensão , está previsto para ocorrer na terceira e última etapa da reforma , que terá três fases . Na primeira etapa , será reformado um terço da pista , em uma das cabeceiras , ficando o restante disponível para pousos e decolagens . Na segunda etapa , a parte concluída será reaberta e a obra passará a ser feita na outra cabeceira . A partir de março , será iniciada a fase final da obra , com a reforma do trecho central .
a	DET	0	14	161	1875	A pista principal do Aeroporto Internacional de São Paulo ( Cumbica ) , em Guarulhos , será totalmente reformada em março de 2008 , segundo informações do Ministério da Defesa anunciadas nesta segunda-feira , 6 . O ministro da Defesa , Nelson Jobim , anunciou a reforma que , segundo estudos da Empresa Brasileira de Infra-Estrutura Aeroportuária ( Infraero ) , a reforma poderá ser feita sem que a pista seja interditada . O fechamento da pista , que têm 3,7 km de extensão , está previsto para ocorrer na terceira e última etapa da reforma , que terá três fases . Na primeira etapa , será reformado um terço da pista , em uma das cabeceiras , ficando o restante disponível para pousos e decolagens . Na segunda etapa , a parte concluída será reaberta e a obra passará a ser feita na outra cabeceira . A partir de março , será iniciada a fase final da obra , com a reforma do trecho central .
reforma	NOUN	0	14	162	1876	A pista principal do Aeroporto Internacional de São Paulo ( Cumbica ) , em Guarulhos , será totalmente reformada em março de 2008 , segundo informações do Ministério da Defesa anunciadas nesta segunda-feira , 6 . O ministro da Defesa , Nelson Jobim , anunciou a reforma que , segundo estudos da Empresa Brasileira de Infra-Estrutura Aeroportuária ( Infraero ) , a reforma poderá ser feita sem que a pista seja interditada . O fechamento da pista , que têm 3,7 km de extensão , está previsto para ocorrer na terceira e última etapa da reforma , que terá três fases . Na primeira etapa , será reformado um terço da pista , em uma das cabeceiras , ficando o restante disponível para pousos e decolagens . Na segunda etapa , a parte concluída será reaberta e a obra passará a ser feita na outra cabeceira . A partir de março , será iniciada a fase final da obra , com a reforma do trecho central .
do	ADP	0	14	163	1877	A pista principal do Aeroporto Internacional de São Paulo ( Cumbica ) , em Guarulhos , será totalmente reformada em março de 2008 , segundo informações do Ministério da Defesa anunciadas nesta segunda-feira , 6 . O ministro da Defesa , Nelson Jobim , anunciou a reforma que , segundo estudos da Empresa Brasileira de Infra-Estrutura Aeroportuária ( Infraero ) , a reforma poderá ser feita sem que a pista seja interditada . O fechamento da pista , que têm 3,7 km de extensão , está previsto para ocorrer na terceira e última etapa da reforma , que terá três fases . Na primeira etapa , será reformado um terço da pista , em uma das cabeceiras , ficando o restante disponível para pousos e decolagens . Na segunda etapa , a parte concluída será reaberta e a obra passará a ser feita na outra cabeceira . A partir de março , será iniciada a fase final da obra , com a reforma do trecho central .
trecho	NOUN	0	14	164	1878	A pista principal do Aeroporto Internacional de São Paulo ( Cumbica ) , em Guarulhos , será totalmente reformada em março de 2008 , segundo informações do Ministério da Defesa anunciadas nesta segunda-feira , 6 . O ministro da Defesa , Nelson Jobim , anunciou a reforma que , segundo estudos da Empresa Brasileira de Infra-Estrutura Aeroportuária ( Infraero ) , a reforma poderá ser feita sem que a pista seja interditada . O fechamento da pista , que têm 3,7 km de extensão , está previsto para ocorrer na terceira e última etapa da reforma , que terá três fases . Na primeira etapa , será reformado um terço da pista , em uma das cabeceiras , ficando o restante disponível para pousos e decolagens . Na segunda etapa , a parte concluída será reaberta e a obra passará a ser feita na outra cabeceira . A partir de março , será iniciada a fase final da obra , com a reforma do trecho central .
central	ADJ	0	14	165	1879	A pista principal do Aeroporto Internacional de São Paulo ( Cumbica ) , em Guarulhos , será totalmente reformada em março de 2008 , segundo informações do Ministério da Defesa anunciadas nesta segunda-feira , 6 . O ministro da Defesa , Nelson Jobim , anunciou a reforma que , segundo estudos da Empresa Brasileira de Infra-Estrutura Aeroportuária ( Infraero ) , a reforma poderá ser feita sem que a pista seja interditada . O fechamento da pista , que têm 3,7 km de extensão , está previsto para ocorrer na terceira e última etapa da reforma , que terá três fases . Na primeira etapa , será reformado um terço da pista , em uma das cabeceiras , ficando o restante disponível para pousos e decolagens . Na segunda etapa , a parte concluída será reaberta e a obra passará a ser feita na outra cabeceira . A partir de março , será iniciada a fase final da obra , com a reforma do trecho central .
.	PUNCT	0	14	166		A pista principal do Aeroporto Internacional de São Paulo ( Cumbica ) , em Guarulhos , será totalmente reformada em março de 2008 , segundo informações do Ministério da Defesa anunciadas nesta segunda-feira , 6 . O ministro da Defesa , Nelson Jobim , anunciou a reforma que , segundo estudos da Empresa Brasileira de Infra-Estrutura Aeroportuária ( Infraero ) , a reforma poderá ser feita sem que a pista seja interditada . O fechamento da pista , que têm 3,7 km de extensão , está previsto para ocorrer na terceira e última etapa da reforma , que terá três fases . Na primeira etapa , será reformado um terço da pista , em uma das cabeceiras , ficando o restante disponível para pousos e decolagens . Na segunda etapa , a parte concluída será reaberta e a obra passará a ser feita na outra cabeceira . A partir de março , será iniciada a fase final da obra , com a reforma do trecho central .
Quase	ADV	0	15	0	1881	Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . A pista principal está fechada há uma semana , desde o acidente com o vôo 3054 da TAM . Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . Cumbica opera por instrumentos desde as 7h15 , por causa da visibilidade ruim . Já no Santos Dumont , de onde sai a ponte aérea Rio-São Paulo , uma chegada apresentou alteração de horário e dez foram canceladas , todas vindas de São Paulo .
metade	NOUN	0	15	1	1882	Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . A pista principal está fechada há uma semana , desde o acidente com o vôo 3054 da TAM . Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . Cumbica opera por instrumentos desde as 7h15 , por causa da visibilidade ruim . Já no Santos Dumont , de onde sai a ponte aérea Rio-São Paulo , uma chegada apresentou alteração de horário e dez foram canceladas , todas vindas de São Paulo .
dos	ADP	0	15	2	1883	Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . A pista principal está fechada há uma semana , desde o acidente com o vôo 3054 da TAM . Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . Cumbica opera por instrumentos desde as 7h15 , por causa da visibilidade ruim . Já no Santos Dumont , de onde sai a ponte aérea Rio-São Paulo , uma chegada apresentou alteração de horário e dez foram canceladas , todas vindas de São Paulo .
vôos	NOUN	1	15	3	1884	Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . A pista principal está fechada há uma semana , desde o acidente com o vôo 3054 da TAM . Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . Cumbica opera por instrumentos desde as 7h15 , por causa da visibilidade ruim . Já no Santos Dumont , de onde sai a ponte aérea Rio-São Paulo , uma chegada apresentou alteração de horário e dez foram canceladas , todas vindas de São Paulo .
previstos	VERB	1	15	4	1885	Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . A pista principal está fechada há uma semana , desde o acidente com o vôo 3054 da TAM . Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . Cumbica opera por instrumentos desde as 7h15 , por causa da visibilidade ruim . Já no Santos Dumont , de onde sai a ponte aérea Rio-São Paulo , uma chegada apresentou alteração de horário e dez foram canceladas , todas vindas de São Paulo .
para	SCONJ	0	15	5	1886	Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . A pista principal está fechada há uma semana , desde o acidente com o vôo 3054 da TAM . Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . Cumbica opera por instrumentos desde as 7h15 , por causa da visibilidade ruim . Já no Santos Dumont , de onde sai a ponte aérea Rio-São Paulo , uma chegada apresentou alteração de horário e dez foram canceladas , todas vindas de São Paulo .
decolar	VERB	1	15	6	1887	Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . A pista principal está fechada há uma semana , desde o acidente com o vôo 3054 da TAM . Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . Cumbica opera por instrumentos desde as 7h15 , por causa da visibilidade ruim . Já no Santos Dumont , de onde sai a ponte aérea Rio-São Paulo , uma chegada apresentou alteração de horário e dez foram canceladas , todas vindas de São Paulo .
na	ADP	0	15	7	1888	Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . A pista principal está fechada há uma semana , desde o acidente com o vôo 3054 da TAM . Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . Cumbica opera por instrumentos desde as 7h15 , por causa da visibilidade ruim . Já no Santos Dumont , de onde sai a ponte aérea Rio-São Paulo , uma chegada apresentou alteração de horário e dez foram canceladas , todas vindas de São Paulo .
manhã	NOUN	0	15	8	1889	Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . A pista principal está fechada há uma semana , desde o acidente com o vôo 3054 da TAM . Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . Cumbica opera por instrumentos desde as 7h15 , por causa da visibilidade ruim . Já no Santos Dumont , de onde sai a ponte aérea Rio-São Paulo , uma chegada apresentou alteração de horário e dez foram canceladas , todas vindas de São Paulo .
desta	ADP	0	15	9	1890	Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . A pista principal está fechada há uma semana , desde o acidente com o vôo 3054 da TAM . Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . Cumbica opera por instrumentos desde as 7h15 , por causa da visibilidade ruim . Já no Santos Dumont , de onde sai a ponte aérea Rio-São Paulo , uma chegada apresentou alteração de horário e dez foram canceladas , todas vindas de São Paulo .
terça-feira	NOUN	1	15	10	1891	Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . A pista principal está fechada há uma semana , desde o acidente com o vôo 3054 da TAM . Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . Cumbica opera por instrumentos desde as 7h15 , por causa da visibilidade ruim . Já no Santos Dumont , de onde sai a ponte aérea Rio-São Paulo , uma chegada apresentou alteração de horário e dez foram canceladas , todas vindas de São Paulo .
(	PUNCT	0	15	11	1892	Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . A pista principal está fechada há uma semana , desde o acidente com o vôo 3054 da TAM . Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . Cumbica opera por instrumentos desde as 7h15 , por causa da visibilidade ruim . Já no Santos Dumont , de onde sai a ponte aérea Rio-São Paulo , uma chegada apresentou alteração de horário e dez foram canceladas , todas vindas de São Paulo .
24	NUM	0	15	12	1893	Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . A pista principal está fechada há uma semana , desde o acidente com o vôo 3054 da TAM . Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . Cumbica opera por instrumentos desde as 7h15 , por causa da visibilidade ruim . Já no Santos Dumont , de onde sai a ponte aérea Rio-São Paulo , uma chegada apresentou alteração de horário e dez foram canceladas , todas vindas de São Paulo .
)	PUNCT	0	15	13	1894	Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . A pista principal está fechada há uma semana , desde o acidente com o vôo 3054 da TAM . Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . Cumbica opera por instrumentos desde as 7h15 , por causa da visibilidade ruim . Já no Santos Dumont , de onde sai a ponte aérea Rio-São Paulo , uma chegada apresentou alteração de horário e dez foram canceladas , todas vindas de São Paulo .
no	ADP	0	15	14	1895	Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . A pista principal está fechada há uma semana , desde o acidente com o vôo 3054 da TAM . Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . Cumbica opera por instrumentos desde as 7h15 , por causa da visibilidade ruim . Já no Santos Dumont , de onde sai a ponte aérea Rio-São Paulo , uma chegada apresentou alteração de horário e dez foram canceladas , todas vindas de São Paulo .
Aeroporto	PROPN	0	15	15	1896	Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . A pista principal está fechada há uma semana , desde o acidente com o vôo 3054 da TAM . Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . Cumbica opera por instrumentos desde as 7h15 , por causa da visibilidade ruim . Já no Santos Dumont , de onde sai a ponte aérea Rio-São Paulo , uma chegada apresentou alteração de horário e dez foram canceladas , todas vindas de São Paulo .
de	ADP	0	15	16	1897	Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . A pista principal está fechada há uma semana , desde o acidente com o vôo 3054 da TAM . Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . Cumbica opera por instrumentos desde as 7h15 , por causa da visibilidade ruim . Já no Santos Dumont , de onde sai a ponte aérea Rio-São Paulo , uma chegada apresentou alteração de horário e dez foram canceladas , todas vindas de São Paulo .
Congonhas	PROPN	1	15	17	1898	Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . A pista principal está fechada há uma semana , desde o acidente com o vôo 3054 da TAM . Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . Cumbica opera por instrumentos desde as 7h15 , por causa da visibilidade ruim . Já no Santos Dumont , de onde sai a ponte aérea Rio-São Paulo , uma chegada apresentou alteração de horário e dez foram canceladas , todas vindas de São Paulo .
,	PUNCT	0	15	18	1899	Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . A pista principal está fechada há uma semana , desde o acidente com o vôo 3054 da TAM . Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . Cumbica opera por instrumentos desde as 7h15 , por causa da visibilidade ruim . Já no Santos Dumont , de onde sai a ponte aérea Rio-São Paulo , uma chegada apresentou alteração de horário e dez foram canceladas , todas vindas de São Paulo .
na	ADP	0	15	19	1900	Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . A pista principal está fechada há uma semana , desde o acidente com o vôo 3054 da TAM . Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . Cumbica opera por instrumentos desde as 7h15 , por causa da visibilidade ruim . Já no Santos Dumont , de onde sai a ponte aérea Rio-São Paulo , uma chegada apresentou alteração de horário e dez foram canceladas , todas vindas de São Paulo .
Zona	PROPN	0	15	20	1901	Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . A pista principal está fechada há uma semana , desde o acidente com o vôo 3054 da TAM . Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . Cumbica opera por instrumentos desde as 7h15 , por causa da visibilidade ruim . Já no Santos Dumont , de onde sai a ponte aérea Rio-São Paulo , uma chegada apresentou alteração de horário e dez foram canceladas , todas vindas de São Paulo .
Sul	PROPN	0	15	21	1902	Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . A pista principal está fechada há uma semana , desde o acidente com o vôo 3054 da TAM . Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . Cumbica opera por instrumentos desde as 7h15 , por causa da visibilidade ruim . Já no Santos Dumont , de onde sai a ponte aérea Rio-São Paulo , uma chegada apresentou alteração de horário e dez foram canceladas , todas vindas de São Paulo .
de	ADP	0	15	22	1903	Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . A pista principal está fechada há uma semana , desde o acidente com o vôo 3054 da TAM . Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . Cumbica opera por instrumentos desde as 7h15 , por causa da visibilidade ruim . Já no Santos Dumont , de onde sai a ponte aérea Rio-São Paulo , uma chegada apresentou alteração de horário e dez foram canceladas , todas vindas de São Paulo .
São	PROPN	0	15	23	1904	Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . A pista principal está fechada há uma semana , desde o acidente com o vôo 3054 da TAM . Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . Cumbica opera por instrumentos desde as 7h15 , por causa da visibilidade ruim . Já no Santos Dumont , de onde sai a ponte aérea Rio-São Paulo , uma chegada apresentou alteração de horário e dez foram canceladas , todas vindas de São Paulo .
Paulo	PROPN	0	15	24	1905	Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . A pista principal está fechada há uma semana , desde o acidente com o vôo 3054 da TAM . Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . Cumbica opera por instrumentos desde as 7h15 , por causa da visibilidade ruim . Já no Santos Dumont , de onde sai a ponte aérea Rio-São Paulo , uma chegada apresentou alteração de horário e dez foram canceladas , todas vindas de São Paulo .
,	PUNCT	0	15	25	1906	Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . A pista principal está fechada há uma semana , desde o acidente com o vôo 3054 da TAM . Quase metade dos vôos previstos para decolar na manhã desta terça-feira ( 24 ) no Aeroporto de Congonhas , na Zona Sul de São Paulo , foi cancelada , de acordo com informações da Infraero . Cumbica opera por instrumentos desde as 7h15 , por causa da visibilidade ruim . Já no Santos Dumont , de onde sai a ponte aérea Rio-São Paulo , uma chegada apresentou alteração de horário e dez foram canceladas , todas vindas de São Paulo .
