Sentença	Id	Index	Granularidade	Documento
O Itaú, segundo maior banco privado do País, obteve lucro líquido de R$ 4,016 bilhões no primeiro semestre desse ano, superando o rival Bradesco e registrando o maior lucro entre bancos privados nos últimos 20 anos.	18	0	0	O Itaú , segundo maior banco privado do País , obteve lucro líquido de R$ 4,016 bilhões no primeiro semestre desse ano , superando o rival Bradesco e registrando o maior lucro entre bancos privados nos últimos 20 anos . Segundo cálculos da consultoria Economática , o resultado só perde para os R$ 4,032 bilhões ( valores atualizados pelo IPCA ) registrados pelo Banco do Brasil no primeiro semestre do ano passado . ' Esse resultado inclui entre outros efeitos não recorrentes as vendas da participação acionária do banco na empresa de informações de crédito Serasa e da sede do BankBoston em São Paulo e constituição de provisão para créditos de liquidação duvidosa excedente ao mínimo requerido de forma a permitir a absorção de eventuais aumentos de inadimplência ocasionados por forte reversão do ciclo econômico em situações de stress ' , informou o Itaú .
Segundo cálculos da consultoria Economática, o resultado só perde para os R$ 4,032 bilhões (valores atualizados pelo IPCA) registrados pelo Banco do Brasil no primeiro semestre do ano passado.	18	1	0	O Itaú , segundo maior banco privado do País , obteve lucro líquido de R$ 4,016 bilhões no primeiro semestre desse ano , superando o rival Bradesco e registrando o maior lucro entre bancos privados nos últimos 20 anos . Segundo cálculos da consultoria Economática , o resultado só perde para os R$ 4,032 bilhões ( valores atualizados pelo IPCA ) registrados pelo Banco do Brasil no primeiro semestre do ano passado . ' Esse resultado inclui entre outros efeitos não recorrentes as vendas da participação acionária do banco na empresa de informações de crédito Serasa e da sede do BankBoston em São Paulo e constituição de provisão para créditos de liquidação duvidosa excedente ao mínimo requerido de forma a permitir a absorção de eventuais aumentos de inadimplência ocasionados por forte reversão do ciclo econômico em situações de stress ' , informou o Itaú .
'Esse resultado inclui entre outros efeitos não recorrentes as vendas da participação acionária do banco na empresa de informações de crédito Serasa e da sede do BankBoston em São Paulo e constituição de provisão para créditos de liquidação duvidosa excedente ao mínimo requerido de forma a permitir a absorção de eventuais aumentos de inadimplência ocasionados por forte reversão do ciclo econômico em situações de stress', informou o Itaú.	18	2	0	O Itaú , segundo maior banco privado do País , obteve lucro líquido de R$ 4,016 bilhões no primeiro semestre desse ano , superando o rival Bradesco e registrando o maior lucro entre bancos privados nos últimos 20 anos . Segundo cálculos da consultoria Economática , o resultado só perde para os R$ 4,032 bilhões ( valores atualizados pelo IPCA ) registrados pelo Banco do Brasil no primeiro semestre do ano passado . ' Esse resultado inclui entre outros efeitos não recorrentes as vendas da participação acionária do banco na empresa de informações de crédito Serasa e da sede do BankBoston em São Paulo e constituição de provisão para créditos de liquidação duvidosa excedente ao mínimo requerido de forma a permitir a absorção de eventuais aumentos de inadimplência ocasionados por forte reversão do ciclo econômico em situações de stress ' , informou o Itaú .
17	18	-1	1	O Itaú , segundo maior banco privado do País , obteve lucro líquido de R$ 4,016 bilhões no primeiro semestre desse ano , superando o rival Bradesco e registrando o maior lucro entre bancos privados nos últimos 20 anos . Segundo cálculos da consultoria Economática , o resultado só perde para os R$ 4,032 bilhões ( valores atualizados pelo IPCA ) registrados pelo Banco do Brasil no primeiro semestre do ano passado . ' Esse resultado inclui entre outros efeitos não recorrentes as vendas da participação acionária do banco na empresa de informações de crédito Serasa e da sede do BankBoston em São Paulo e constituição de provisão para créditos de liquidação duvidosa excedente ao mínimo requerido de forma a permitir a absorção de eventuais aumentos de inadimplência ocasionados por forte reversão do ciclo econômico em situações de stress ' , informou o Itaú .
A ginasta Jade Barbosa, que obteve três medalhas nos Jogos Pan-Americanos do Rio, em julho, venceu votação na internet e será a representante brasileira no revezamento da tocha olímpica para Pequim-2008.	19	0	0	A ginasta Jade Barbosa , que obteve três medalhas nos Jogos Pan-Americanos do Rio , em julho , venceu votação na internet e será a representante brasileira no revezamento da tocha olímpica para Pequim-2008 . A tocha passará por vinte países , mas o Brasil não estará no percurso olímpico .
A tocha passará por vinte países, mas o Brasil não estará no percurso olímpico.	19	1	0	A ginasta Jade Barbosa , que obteve três medalhas nos Jogos Pan-Americanos do Rio , em julho , venceu votação na internet e será a representante brasileira no revezamento da tocha olímpica para Pequim-2008 . A tocha passará por vinte países , mas o Brasil não estará no percurso olímpico .
18	19	-1	1	A ginasta Jade Barbosa , que obteve três medalhas nos Jogos Pan-Americanos do Rio , em julho , venceu votação na internet e será a representante brasileira no revezamento da tocha olímpica para Pequim-2008 . A tocha passará por vinte países , mas o Brasil não estará no percurso olímpico .
Dois terremotos atingiram a região de Niigata, na costa oeste do Japão, nesta segunda-feira (16).	20	0	0	Dois terremotos atingiram a região de Niigata , na costa oeste do Japão , nesta segunda-feira ( 16 ) . Os abalos provocaram vazamento de material radioativo na maior usina nuclear do mundo . Ao menos 9 pessoas morreram e cerca de 700 se feriram . Os tremores , de 6.8 graus na escala Richter , destruiram casas e viadutos . Pelo menos 10 mil pessoas fugiram de suas casas na região do epicentro dos tremores . A previsão de dois dias de chuva na área aumenta os temores de novos deslizamentos de terra , que agravariam a devastação . O Japão é um dos países mais atingidos por terremotos no mundo , com um tremor a cada pelo menos cinco minutos . Em Niigata , um terremoto em outubro de 2004 , também de magnitude 6,8 , matou 65 pessoas e deixou mais de 3.000 feridos . Foi o pior do país desde 1995 , quando um tremor de magnitude 7,3 matou mais de 6.400 pessoas na cidade de Kobe .
Os abalos provocaram vazamento de material radioativo na maior usina nuclear do mundo.	20	1	0	Dois terremotos atingiram a região de Niigata , na costa oeste do Japão , nesta segunda-feira ( 16 ) . Os abalos provocaram vazamento de material radioativo na maior usina nuclear do mundo . Ao menos 9 pessoas morreram e cerca de 700 se feriram . Os tremores , de 6.8 graus na escala Richter , destruiram casas e viadutos . Pelo menos 10 mil pessoas fugiram de suas casas na região do epicentro dos tremores . A previsão de dois dias de chuva na área aumenta os temores de novos deslizamentos de terra , que agravariam a devastação . O Japão é um dos países mais atingidos por terremotos no mundo , com um tremor a cada pelo menos cinco minutos . Em Niigata , um terremoto em outubro de 2004 , também de magnitude 6,8 , matou 65 pessoas e deixou mais de 3.000 feridos . Foi o pior do país desde 1995 , quando um tremor de magnitude 7,3 matou mais de 6.400 pessoas na cidade de Kobe .
Ao menos 9 pessoas morreram e cerca de 700 se feriram.	20	2	0	Dois terremotos atingiram a região de Niigata , na costa oeste do Japão , nesta segunda-feira ( 16 ) . Os abalos provocaram vazamento de material radioativo na maior usina nuclear do mundo . Ao menos 9 pessoas morreram e cerca de 700 se feriram . Os tremores , de 6.8 graus na escala Richter , destruiram casas e viadutos . Pelo menos 10 mil pessoas fugiram de suas casas na região do epicentro dos tremores . A previsão de dois dias de chuva na área aumenta os temores de novos deslizamentos de terra , que agravariam a devastação . O Japão é um dos países mais atingidos por terremotos no mundo , com um tremor a cada pelo menos cinco minutos . Em Niigata , um terremoto em outubro de 2004 , também de magnitude 6,8 , matou 65 pessoas e deixou mais de 3.000 feridos . Foi o pior do país desde 1995 , quando um tremor de magnitude 7,3 matou mais de 6.400 pessoas na cidade de Kobe .
Os tremores, de 6.8 graus na escala Richter, destruiram casas e viadutos.	20	3	0	Dois terremotos atingiram a região de Niigata , na costa oeste do Japão , nesta segunda-feira ( 16 ) . Os abalos provocaram vazamento de material radioativo na maior usina nuclear do mundo . Ao menos 9 pessoas morreram e cerca de 700 se feriram . Os tremores , de 6.8 graus na escala Richter , destruiram casas e viadutos . Pelo menos 10 mil pessoas fugiram de suas casas na região do epicentro dos tremores . A previsão de dois dias de chuva na área aumenta os temores de novos deslizamentos de terra , que agravariam a devastação . O Japão é um dos países mais atingidos por terremotos no mundo , com um tremor a cada pelo menos cinco minutos . Em Niigata , um terremoto em outubro de 2004 , também de magnitude 6,8 , matou 65 pessoas e deixou mais de 3.000 feridos . Foi o pior do país desde 1995 , quando um tremor de magnitude 7,3 matou mais de 6.400 pessoas na cidade de Kobe .
Pelo menos 10 mil pessoas fugiram de suas casas na região do epicentro dos tremores.	20	4	0	Dois terremotos atingiram a região de Niigata , na costa oeste do Japão , nesta segunda-feira ( 16 ) . Os abalos provocaram vazamento de material radioativo na maior usina nuclear do mundo . Ao menos 9 pessoas morreram e cerca de 700 se feriram . Os tremores , de 6.8 graus na escala Richter , destruiram casas e viadutos . Pelo menos 10 mil pessoas fugiram de suas casas na região do epicentro dos tremores . A previsão de dois dias de chuva na área aumenta os temores de novos deslizamentos de terra , que agravariam a devastação . O Japão é um dos países mais atingidos por terremotos no mundo , com um tremor a cada pelo menos cinco minutos . Em Niigata , um terremoto em outubro de 2004 , também de magnitude 6,8 , matou 65 pessoas e deixou mais de 3.000 feridos . Foi o pior do país desde 1995 , quando um tremor de magnitude 7,3 matou mais de 6.400 pessoas na cidade de Kobe .
A previsão de dois dias de chuva na área aumenta os temores de novos deslizamentos de terra, que agravariam a devastação.	20	5	0	Dois terremotos atingiram a região de Niigata , na costa oeste do Japão , nesta segunda-feira ( 16 ) . Os abalos provocaram vazamento de material radioativo na maior usina nuclear do mundo . Ao menos 9 pessoas morreram e cerca de 700 se feriram . Os tremores , de 6.8 graus na escala Richter , destruiram casas e viadutos . Pelo menos 10 mil pessoas fugiram de suas casas na região do epicentro dos tremores . A previsão de dois dias de chuva na área aumenta os temores de novos deslizamentos de terra , que agravariam a devastação . O Japão é um dos países mais atingidos por terremotos no mundo , com um tremor a cada pelo menos cinco minutos . Em Niigata , um terremoto em outubro de 2004 , também de magnitude 6,8 , matou 65 pessoas e deixou mais de 3.000 feridos . Foi o pior do país desde 1995 , quando um tremor de magnitude 7,3 matou mais de 6.400 pessoas na cidade de Kobe .
O Japão é um dos países mais atingidos por terremotos no mundo, com um tremor a cada pelo menos cinco minutos.	20	6	0	Dois terremotos atingiram a região de Niigata , na costa oeste do Japão , nesta segunda-feira ( 16 ) . Os abalos provocaram vazamento de material radioativo na maior usina nuclear do mundo . Ao menos 9 pessoas morreram e cerca de 700 se feriram . Os tremores , de 6.8 graus na escala Richter , destruiram casas e viadutos . Pelo menos 10 mil pessoas fugiram de suas casas na região do epicentro dos tremores . A previsão de dois dias de chuva na área aumenta os temores de novos deslizamentos de terra , que agravariam a devastação . O Japão é um dos países mais atingidos por terremotos no mundo , com um tremor a cada pelo menos cinco minutos . Em Niigata , um terremoto em outubro de 2004 , também de magnitude 6,8 , matou 65 pessoas e deixou mais de 3.000 feridos . Foi o pior do país desde 1995 , quando um tremor de magnitude 7,3 matou mais de 6.400 pessoas na cidade de Kobe .
Em Niigata, um terremoto em outubro de 2004, também de magnitude 6,8, matou 65 pessoas e deixou mais de 3.000 feridos.	20	7	0	Dois terremotos atingiram a região de Niigata , na costa oeste do Japão , nesta segunda-feira ( 16 ) . Os abalos provocaram vazamento de material radioativo na maior usina nuclear do mundo . Ao menos 9 pessoas morreram e cerca de 700 se feriram . Os tremores , de 6.8 graus na escala Richter , destruiram casas e viadutos . Pelo menos 10 mil pessoas fugiram de suas casas na região do epicentro dos tremores . A previsão de dois dias de chuva na área aumenta os temores de novos deslizamentos de terra , que agravariam a devastação . O Japão é um dos países mais atingidos por terremotos no mundo , com um tremor a cada pelo menos cinco minutos . Em Niigata , um terremoto em outubro de 2004 , também de magnitude 6,8 , matou 65 pessoas e deixou mais de 3.000 feridos . Foi o pior do país desde 1995 , quando um tremor de magnitude 7,3 matou mais de 6.400 pessoas na cidade de Kobe .
Foi o pior do país desde 1995, quando um tremor de magnitude 7,3 matou mais de 6.400 pessoas na cidade de Kobe.	20	8	0	Dois terremotos atingiram a região de Niigata , na costa oeste do Japão , nesta segunda-feira ( 16 ) . Os abalos provocaram vazamento de material radioativo na maior usina nuclear do mundo . Ao menos 9 pessoas morreram e cerca de 700 se feriram . Os tremores , de 6.8 graus na escala Richter , destruiram casas e viadutos . Pelo menos 10 mil pessoas fugiram de suas casas na região do epicentro dos tremores . A previsão de dois dias de chuva na área aumenta os temores de novos deslizamentos de terra , que agravariam a devastação . O Japão é um dos países mais atingidos por terremotos no mundo , com um tremor a cada pelo menos cinco minutos . Em Niigata , um terremoto em outubro de 2004 , também de magnitude 6,8 , matou 65 pessoas e deixou mais de 3.000 feridos . Foi o pior do país desde 1995 , quando um tremor de magnitude 7,3 matou mais de 6.400 pessoas na cidade de Kobe .
19	20	-1	1	Dois terremotos atingiram a região de Niigata , na costa oeste do Japão , nesta segunda-feira ( 16 ) . Os abalos provocaram vazamento de material radioativo na maior usina nuclear do mundo . Ao menos 9 pessoas morreram e cerca de 700 se feriram . Os tremores , de 6.8 graus na escala Richter , destruiram casas e viadutos . Pelo menos 10 mil pessoas fugiram de suas casas na região do epicentro dos tremores . A previsão de dois dias de chuva na área aumenta os temores de novos deslizamentos de terra , que agravariam a devastação . O Japão é um dos países mais atingidos por terremotos no mundo , com um tremor a cada pelo menos cinco minutos . Em Niigata , um terremoto em outubro de 2004 , também de magnitude 6,8 , matou 65 pessoas e deixou mais de 3.000 feridos . Foi o pior do país desde 1995 , quando um tremor de magnitude 7,3 matou mais de 6.400 pessoas na cidade de Kobe .
